,Id,Inactive,Calories,Distance,Avg_speed,Max_speed,Min_speed,Step_count,Weight,Height,Move_m_count,Walk,bmi,bmi_cdn
209,U008,555193,47.44924,938.9122,0.269038439,1.484242,0.504982285,1022,58,170,4,Ver Low,20.06920415,Normal
210,U008,232951,16.612617,345.75635,0.144952819,2.2966175,0.563540102,415,58,170,4,Ver Low,20.06920415,Normal
211,U008,232939,16.612617,345.75635,0.259074032,1.6561527,0.56424135,415,58,170,36,Ver Low,20.06920415,Normal
212,U008,381225,30.587845,631.36755,0.259074032,3.6214437,0.563471416,721,58,170,36,Ver Low,20.06920415,Normal
213,U008,381202,30.587845,631.36755,0.298931569,1.9549345,0.331902615,721,58,170,224,Ver Low,20.06920415,Normal
214,U008,1285955,123.88017,2513.9578,0.298931569,5.5419307,0.616015192,2570,58,170,224,Ver Low,20.06920415,Normal
215,U008,1285896,123.88017,2513.9578,0.298931569,1.6054335,0.848355971,2570,58,170,4,Ver Low,20.06920415,Normal
216,U008,470386,34.686035,755.17365,0.052965552,3.6030998,0.524529646,905,58,170,4,Ver Low,20.06920415,Normal
217,U008,470360,34.686035,755.17365,0.037262063,1.6349341,0.349020899,905,58,170,19,Ver Low,20.06920415,Normal
218,U008,479041,36.7105,783.20135,0.193145484,3.331652,0.858104972,929,58,170,19,Ver Low,20.06920415,Normal
219,U008,479020,36.7105,783.20135,0,1.5213882,4.028091664,929,58,170,12,Ver Low,20.06920415,Normal
220,U008,1059455,72.78988,1611.8434,0.061459322,2.6791759,0.302396775,2004,58,170,12,Ver Low,20.06920415,Normal
221,U008,1059422,72.78988,1611.8434,0.095507413,1.5275383,0.644615467,2004,58,170,10,Ver Low,20.06920415,Normal
222,U008,2602302,180.14758,3975.1167,0.033767965,4.2892265,0.34095411,5054,58,170,10,Below Normal,20.06920415,Normal
223,U008,2602242,180.14758,3975.1167,0.182840377,1.6016581,5.244160524,5054,58,170,19,Below Normal,20.06920415,Normal
224,U008,815508,60.529453,1306.1658,0.256590426,4.7235694,0.373245083,1571,58,170,19,Ver Low,20.06920415,Normal
225,U008,815483,60.529453,1306.1658,0.259074032,1.7206804,0.585912147,1571,58,170,25,Ver Low,20.06920415,Normal
226,U008,372395,30.701595,640.7745,0.264705807,3.1621253,0.595379864,736,58,170,25,Ver Low,20.06920415,Normal
227,U009,372372,30.701595,640.7745,0.277962506,1.7869004,1.325769138,736,58,170,24,Ver Low,20.06920415,Normal
228,U009,803585,67.00855,1435.927,0.269038439,5.415772,0.420346505,1673,58,170,24,Ver Low,20.06920415,Normal
229,U009,803550,67.00855,1435.927,0.298931569,1.7444823,1.021211527,1673,58,170,16,Ver Low,20.06920415,Normal
230,U009,453102,38.392925,790.42914,0.138921887,3.8046427,0.698601829,919,58,170,16,Ver Low,20.06920415,Normal
231,U009,453079,38.392925,790.42914,0.311369032,1.6580828,0.747123027,919,58,170,37,Ver Low,20.06920415,Normal
232,U009,589309,48.329964,977.12354,0.158700675,6.8537903,12.83116711,1063,58,170,37,Ver Low,20.06920415,Normal
233,U009,589279,48.329964,977.12354,0.250470102,1.4969972,0.46183829,1063,58,170,2,Ver Low,20.06920415,Normal
234,U009,499360,34.79899,747.5405,0.250470102,3.6970947,2.80239709,912,58,170,2,Ver Low,20.06920415,Normal
235,U009,499331,34.79899,747.5405,0.095257469,1.7524158,0.954199095,912,58,170,47,Ver Low,20.06920415,Normal
236,U009,824436,70.46587,1444.7559,0.260103583,3.9275835,0.311369032,1604,58,170,47,Ver Low,20.06920415,Normal
237,U009,824396,70.46587,1444.7559,0.550139352,1.5753087,0.902412173,1604,58,170,23,Ver Low,20.06920415,Normal
238,U009,306254,22.69694,482.4451,0.251410067,3.1876884,0.827167148,570,58,170,23,Ver Low,20.06920415,Normal
239,U009,306240,22.69694,482.4451,0.160229042,1.7243457,0.47562389,570,58,170,45,Ver Low,20.06920415,Normal
240,U009,1145237,91.19758,1974.7852,0.19930011,5.929543,0.723071195,2293,58,170,45,Ver Low,20.06920415,Normal
241,U010,1145195,91.19758,1974.7852,0.250470102,1.7992525,0.616186632,2293,58,170,44,Ver Low,20.06920415,Normal
242,U010,717005,60.433052,1290.0745,0.249381199,5.5049453,0.260103583,1452,58,170,44,Ver Low,20.06920415,Normal
243,U010,716968,60.433052,1290.0745,0.260103583,1.5268743,0.251410067,1452,58,170,11,Ver Low,20.06920415,Normal
244,U010,475506,33.90814,726.0387,0.269737035,3.8660932,0.816590865,879,58,170,11,Ver Low,20.06920415,Normal
245,U010,475481,33.90814,726.0387,0.550139352,1.7394094,0.779576468,879,58,170,97,Ver Low,20.06920415,Normal
246,U010,1407980,114.42059,2449.0547,0.267819852,4.6458306,0.569346394,2785,58,170,97,Ver Low,20.06920415,Normal
247,U010,1407933,114.42059,2449.0547,0.206272766,1.7335321,1.194971585,2785,58,170,26,Ver Low,20.06920415,Normal
248,U010,602629,48.535294,1044.677,0.26128158,5.9947934,0.724418104,1212,58,170,26,Ver Low,20.06920415,Normal
249,U010,602600,48.535294,1044.677,0.250470102,1.654808,1.48498086,1212,58,170,21,Ver Low,20.06920415,Normal
250,U010,553794,44.4431,916.4236,0.250470102,1.7289389,0.260103583,1053,58,170,,Ver Low,20.06920415,Normal
